doc_name,date,auteur,titre,fabula,gender,mort_auteur,canon
1903_Leblanc-Maurice_Un-gentleman,1903,maurice leblanc,un gentleman,False,male,1941,non-canon
1903_Chabrier-Rieder-Charlotte_Les-Enfants-du-Luxembourg,1903,rieder charlotte chabrier,les enfants du luxembourg,False,female,1935,non-canon
1903_Bazin-Rene_Donatienne,1903,rene bazin,donatienne,False,male,1921,non-canon
1903_Buxy-B-de_La-Demoiselle-au-Bois-Dormant,1903,b de buxy,la demoiselle au bois dormant,False,female,1921,non-canon
1903_France-Anatole_Histoire-comique,1903,anatole france,histoire comique,True,male,1924,canon
1903_France-Anatole_Sur-la-pierre-blanche,1903,anatole france,sur la pierre blanche,True,male,1924,canon
1903_Dhanys-Marcel_Mesalliance,1903,marcel dhanys,mesalliance,False,female,unknown,non-canon
1903_Loti-Pierre_L-Inde-(sans-les-Anglais),1903,pierre loti,l inde (sans les anglais),True,male,1923,canon
1903_Vogue-Eugene-Melchior-de_Le-Maitre-de-la-mer,1903,eugene melchior de vogue,le maitre de la mer,False,male,1910,non-canon
1903_Ohnet-Georges_Marchand-de-Poison--Les-Batailles-de-la-Vie,1903,georges ohnet,marchand de poison  les batailles de la vie,False,male,1908,non-canon
1903_Nion-François_Bellefleur-roman-d'un-comedien-au-XVIIe-siecle,1903,françois nion,bellefleur roman d'un comedien au xviie siecle,False,male,1923,non-canon
1903_Huysmans-Joris-Karl_L'Oblat,1903,joris karl huysmans,l'oblat,True,male,1907,canon
1903_Strauss-Renee-Paul_Au-pays-basque,1903,renee paul strauss,au pays basque,False,female,1???,non-canon
1904_Eekhoud-Georges_L-Autre-vue,1904,georges eekhoud,l autre vue,False,male,1927,non-canon
1904_Rolland-Romain_Jean-Christophe_Tome-I-L-aube,1904,romain rolland,jean christophe,True,male,1944,canon
1904_Loti-Pierre_Vers-Ispahan,1904,pierre loti,vers ispahan,True,male,1923,canon
1904_Le-Rouge-Gustave_L-Esclave-amoureuse,1904,rouge gustave le,l esclave amoureuse,False,male,1938,non-canon
1904_Lesueur-Daniel_Le-marquis-de-Valcor,1904,daniel lesueur,le marquis de valcor,False,female,1921,non-canon
1904_Fournier-Jules_Le-crime-de-Lachine,1904,jules fournier,le crime de lachine,False,male,unknown,non-canon
1904_Regnier-Henri-de_Les-Rencontres-de-M-de-Breot,1904,henri de regnier,les rencontres de m de breot,True,male,1936,canon
1904_Moselly-Emile_Jean-des-Brebis-ou-Le-livre-de-la-misere,1904,emile moselly,jean des brebis ou le livre de la misere,False,male,1918,non-canon
1904_Verne-Jules_Maitre-du-Monde,1904,jules verne,maitre du monde,True,male,1905,canon
1904_Rolland-Romain_Jean-Christophe_Tome-III-L-adolescent,1904,romain rolland,jean christophe,True,male,1944,canon
1904_Toulet-Paul-Jean_Les-tendres-menages,1904,paul jean toulet,les tendres menages,False,male,1920,non-canon
1904_Rolland-Romain_Jean-Christophe_Tome-II-Le-matin,1904,romain rolland,jean christophe,True,male,1944,canon
1904_Gautier-Judith_Le-paravent-de-soie-et-d-or,1904,judith gautier,le paravent de soie et d or,False,female,1917,non-canon
1904_Noailles-Anna-de_Le-visage-emerveille,1904,anna de noailles,le visage emerveille,True,female,1933,canon
1904_Lesueur-Daniel_Madame-de-Ferneuse,1904,daniel lesueur,madame de ferneuse,False,female,1921,non-canon
1904_Verne-Jules_Un-drame-en-Livonie,1904,jules verne,un drame en livonie,True,male,1905,canon
1904_Theuriet-Andre_Chanteraine,1904,andre theuriet,chanteraine,False,male,1907,non-canon
1904_Leroux-Gaston_La-double-vie-de-Theophraste-Longuet,1904,gaston leroux,la double vie de theophraste longuet,False,male,1927,non-canon
1905_Cazin-Jeanne_Les-Saltimbanques-scenes-de-la-montagne,1905,jeanne cazin,les saltimbanques scenes de la montagne,False,female,1???,non-canon
1905_Le-Rouge-Gustave_L-Espionne-du-grand-Lama,1905,rouge gustave le,l espionne du grand lama,False,male,1938,non-canon
1905_Loti-Pierre_La-troisieme-jeunesse-de-Madame-Prune,1905,pierre loti,la troisieme jeunesse de madame prune,True,male,1923,canon
1905_Bazin-Rene_L-isolee,1905,rene bazin,l isolee,False,male,1932,non-canon
1905_Ramuz-Charles-Ferdinand_Aline,1905,charles ferdinand ramuz,aline,True,male,1947,canon
1905_Renard-Maurice_Fantomes-et-Fantoches,1905,maurice renard,fantomes et fantoches,False,male,1939,non-canon
1905_Delly_L'etincelle,1905,delly,l'etincelle,False,female,1947,non-canon
1905_Verne-Jules_L-invasion-de-la-mer,1905,jules verne,l invasion de la mer,True,male,1905,canon
1905_Saint-Ogan-Claude_A-la-belle-etoile,1905,ogan claude saint,a la belle etoile,False,,1???,non-canon
1905_Veber-Pierre_L-aventure,1905,pierre veber,l aventure,False,male,1942,non-canon
1905_Rolland-Romain_Jean-Christophe_Tome-IV-La-revolte,1905,romain rolland,jean christophe,True,male,1944,canon
1905_Verne-Jules_Le-Phare-du-Bout-du-Monde,1905,jules verne,le phare du bout du monde,True,male,1905,canon
1905_Darien-Georges_L-epaulette-Souvenirs-d-un-officier,1905,georges darien,l epaulette souvenirs d un officier,False,male,1921,non-canon
1905_Toulet-Paul-Jean_Mon-amie-Nane,1905,paul jean toulet,mon amie nane,False,male,1905,non-canon
1905_Rebell-Hugues_Gringalette,1905,hugues rebell,gringalette,False,male,1905,non-canon
1905_Le-Roy-Eugene_Le-moulin-du-Frau,1905,roy eugene le,le moulin du frau,False,male,1907,non-canon
1905_Lermina-Jules_To-Ho-Le-Tueur-d-or,1905,jules lermina,to ho le tueur d or,False,male,1915,non-canon
1905_Dourliac-Arthur_Ma-petite,1905,arthur dourliac,ma petite,False,male,1905,non-canon
1905_Beaunier-Andre_Picrate-et-Simeon,1905,andre beaunier,picrate et simeon,False,male,1925,non-canon
1905_Farrere-Claude_Les-civilises,1905,claude farrere,les civilises,False,male,1957,non-canon
1906_Le-Rouge-Gustave_La-Reine-des-elephants,1906,rouge gustave le,la reine des elephants,False,male,1938,non-canon
1906_Bazin-Rene_Stephanette,1906,rene bazin,stephanette,False,male,1922,non-canon
1906_Zevaco-Michel_Borgia-,1906,michel zevaco,borgia ,False,male,1918,non-canon
1906_Level-Maurice_L-epouvante,1906,maurice level,l epouvante,False,male,1926,non-canon
1906_Gide-Andre_Amyntas,1906,andre gide,amyntas,True,male,1951,canon
1906_Morin-Louis_Grand-mere-avait-des-defauts-,1906,louis morin,grand mere avait des defauts ,False,male,1???,non-canon
1906_Bordeaux-Henry_Les-Roquevillard,1906,henry bordeaux,les roquevillard,False,male,1963,non-canon
1906_Farrere-Claude_L-homme-qui-assassina,1906,claude farrere,l homme qui assassina,False,male,1957,non-canon
1906_Galopin-Arnould_Le-Docteur-Omega,1906,arnould galopin,le docteur omega,False,male,1934,non-canon
1906_Loti-Pierre_Les-Desenchantees,1906,pierre loti,les desenchantees,True,male,1923,canon
1906_Mistral-Frederic_Mes-origines,1906,frederic mistral,mes origines,True,male,1914,canon
1906_Dondel-Du-Faouedic-Noemie_Le-journal-d-une-pensionnaire-en-vacances,1906,du faouedic noemie dondel,le journal d une pensionnaire en vacances,False,female,1915,non-canon
1907_Zevaco-Michel_Les-Pardaillan,1907,michel zevaco,les pardaillan,False,male,1918,non-canon
1907_Moselly-Emile_Terres-lorraines,1907,emile moselly,terres lorraines,False,male,1918,non-canon
1907_Zevaco-Michel_L-epopee-d-amour,1907,michel zevaco,l epopee d amour,False,male,1918,non-canon
1907_Zevaco-Michel_Le-Capitan,1907,michel zevaco,le capitan,False,male,1918,non-canon
1907_Gide-Andre_Le-Retour-de-l-enfant-prodigue,1907,andre gide,le retour de l enfant prodigue,True,male,1951,canon
1907_Segalen-Victor_Les-Immemoriaux,1907,victor segalen,les immemoriaux,True,male,1919,canon
1907_Apollinaire-Guillaume_Les-Onze-mille-verges-ou-les-Amours-d-un-hospodar,1907,guillaume apollinaire,les onze mille verges ou les amours d un hospodar,True,male,1918,canon
1907_Mael-Pierre_Le-Forban-noir,1907,pierre mael,le forban noir,False,male,1895,non-canon
1907_Leblanc-Maurice_Arsene-Lupin-gentleman-cambrioleur,1907,maurice leblanc,arsene lupin gentleman cambrioleur,False,male,1941,non-canon
1907_Vanderem-Fernand_La-victime,1907,fernand vanderem,la victime,False,male,1939,non-canon
1908_Bovet-Marie-Anne-de_Apres-le-divorce,1908,marie anne de bovet,apres le divorce,False,female,unknown,non-canon
1908_Aicard-Jean_L-Illustre-Maurin,1908,jean aicard,l illustre maurin,False,male,1921,non-canon
1908_Veuzit-Max-du_Le-mystere-de-Malbackt,1908,max du veuzit,le mystere de malbackt,False,female,1952,non-canon
1908_Delly_Une-femme-superieure,1908,delly,une femme superieure,False,female,1947,non-canon
1908_Zevaco-Michel_Fausta-Vaincue,1908,michel zevaco,fausta vaincue,False,male,1918,non-canon
1908_Leroux-Gaston_Le-mystere-de-la-chambre-jaune,1908,gaston leroux,le mystere de la chambre jaune,False,male,1927,non-canon
1908_Le-Rouge-Gustave_Le-Prisonnier-de-la-planete-Mars,1908,rouge gustave le,le prisonnier de la planete mars,False,male,1938,non-canon
1908_Leblanc-Maurice_Arsene-Lupin-contre-Herlock-Sholmes,1908,maurice leblanc,arsene lupin contre herlock sholmes,False,male,1941,non-canon
1908_Rolland-Romain_Jean-Christophe_Tome-VI-Antoinette,1908,romain rolland,jean christophe,True,male,1944,canon
1908_Zevaco-Michel_La-Fausta,1908,michel zevaco,la fausta,False,male,1918,non-canon
1908_Dhanys-Marcel_Marcel-Dhanys-Le-Roman-du-grand-Conde,1908,marcel dhanys,marcel dhanys le roman du grand conde,False,female,unknown,non-canon
1908_Savine-Albert_L-Assassinat-de-la-Duchesse-de-Praslin,1908,albert savine,l assassinat de la duchesse de praslin,False,male,1927,non-canon
1908_Bazin-Rene_Le-Mariage-de-Mademoiselle-Gimel-Dactylographe,1908,rene bazin,le mariage de mademoiselle gimel dactylographe,False,male,1932,non-canon
1908_Aicard-Jean_Maurin-des-Maures,1908,jean aicard,maurin des maures,False,male,1921,non-canon
1908_Rolland-Romain_Jean-Christophe_Tome-V-La-foire-sur-la-place,1908,romain rolland,jean christophe,True,male,1944,canon
1908_Rolland-Romain_Jean-Christophe_Tome-VII-Dans-la-maison,1908,romain rolland,jean christophe,True,male,1944,canon
1908_France-Anatole_Les-contes-de-Jacques-Tournebroche,1908,anatole france,les contes de jacques tournebroche,True,male,1924,canon
1908_France-Anatole_L_Ile-Des-Pingouins,1908,anatole france,l,True,male,1924,canon
1908_Delly_L'exilee,1908,delly,l'exilee,False,female,1947,non-canon
1908_Barbusse-Henri_L-enfer,1908,henri barbusse,l enfer,True,male,1935,canon
1909_Le-Rouge-Gustave_La-Guerre-des-vampires,1909,rouge gustave le,la guerre des vampires,False,male,1938,non-canon
1909_Zevaco-Michel_Les-Amants-de-Venise,1909,michel zevaco,les amants de venise,False,male,1918,non-canon
1909_Feval-Paul-fils_Les-suites-de-lagardere_7-Le-parc-aux-cerfs,1909,paul fils feval,les suites de lagardere,False,male,1933,non-canon
1909_Lesueur-Daniel_Le-droit-a-la-force,1909,daniel lesueur,le droit a la force,False,female,1921,non-canon
1909_Barres-Maurice_Colette-Baudoche,1909,maurice barres,colette baudoche,True,male,1923,canon
1909_Farrere-Claude_La-Bataille,1909,claude farrere,la bataille,False,male,1957,non-canon
1909_Corday-Michel_Plaisirs-d-auto,1909,michel corday,plaisirs d auto,False,male,1937,non-canon
1909_Leblanc-Maurice_L-Aiguille-creuse,1909,maurice leblanc,l aiguille creuse,False,male,1941,non-canon
1909_Giraudoux-Jean_Provinciales,1909,jean giraudoux,provinciales,True,male,1944,canon
1909_Ivoi-Paul-d-_L-Espion-X-323_Volume-I-L-Homme-sans-visage,1909,paul d  ivoi,l espion x 323,False,male,1915,non-canon
1909_Zevaco-Michel_Nostradamus,1909,michel zevaco,nostradamus,False,male,1918,non-canon
1909_Dhanys-Marcel_La-fille-de-Racine,1909,marcel dhanys,la fille de racine,False,female,19??,non-canon
1909_Feval-Paul-fils_Les-suites-de-lagardere_8-La-reine-cotillon,1909,paul fils feval,les suites de lagardere,False,male,1933,non-canon
1909_Zevaco-Michel_Le-Pont-des-soupirs,1909,michel zevaco,le pont des soupirs,False,male,1918,non-canon
1909_La-Brete-Jean-de_Aimer-quand-meme,1909,brete jean de la,aimer quand meme,False,female,1945,non-canon
1909_Boylesve-Rene_La-jeune-fille-bien-elevee,1909,rene boylesve,la jeune fille bien elevee,False,male,1926,non-canon
1909_Corday-Michel_Les-revelees,1909,michel corday,les revelees,False,male,1937,non-canon
1909_Ivoi-Paul-d-_L-Espion-X-323_Volume-II-Le-Canon-du-sommeil,1909,paul d  ivoi,l espion x 323,False,male,1915,non-canon
1910_Ivoi-Paul-d-_Millionnaire-malgre-lui_tome-2,1910,paul d  ivoi,millionnaire malgre lui,False,male,1915,non-canon
1910_Cim-Albert_Le-petit-Leveille,1910,albert cim,le petit leveille,False,male,1924,non-canon
1910_Zevaco-Michel_Triboulet,1910,michel zevaco,triboulet,False,male,1918,non-canon
1910_Leroux-Gaston_Le-parfum-de-la-Dame-en-noir,1910,gaston leroux,le parfum de la dame en noir,False,male,1927,non-canon
1910_Leblanc-Maurice_813,1910,maurice leblanc,813,False,male,1941,non-canon
1910_Audoux-Marguerite_Marie-Claire,1910,marguerite audoux,marie claire,False,female,1937,non-canon
1910_Farrere-Claude_Les-petites-alliees,1910,claude farrere,les petites alliees,False,male,1957,non-canon
1910_Fournier-Jules_Souvenirs-de-prison,1910,jules fournier,souvenirs de prison,False,male,1918,non-canon
1910_Corday-Michel_Les-casseurs-de-bois,1910,michel corday,les casseurs de bois,False,male,1937,non-canon
1910_Graffigny-H-de_Le-tour-de-France-en-aeroplane,1910,h de graffigny,le tour de france en aeroplane,False,male,1934,non-canon
1910_Renard-Maurice_Le-Peril-Bleu,1910,maurice renard,le peril bleu,False,male,1939,non-canon
1910_Rolland-Romain_Jean-Christophe_Tome-VIII-Les-amies,1910,romain rolland,jean christophe,True,male,1944,canon
1910_Zevaco-Michel_L-Heroine,1910,michel zevaco,l heroine,False,male,1918,non-canon
1910_Lesueur-Daniel_Chacune-son-Reve,1910,daniel lesueur,chacune son reve,False,female,1921,non-canon
1910_Delly_Esclave-ou-reine,1910,delly,esclave ou reine,False,female,1947,non-canon
1910_Pergaud-Louis_De-Goupil-a-Margot,1910,louis pergaud,de goupil a margot,False,male,1915,non-canon
1910_Leroux-Gaston_Le-Roi-Mystere,1910,gaston leroux,le roi mystere,False,male,1927,non-canon
1910_Bazin-Rene_La-barriere,1910,rene bazin,la barriere,False,male,1932,non-canon
1910_Roussel-Raymond_Impressions-d-Afrique,1910,raymond roussel,impressions d afrique,True,male,1933,canon
1910_Zevaco-Michel_La-Cour-des-miracles,1910,michel zevaco,la cour des miracles,False,male,1918,non-canon
1910_Ivoi-Paul-d-_Millionnaire-malgre-lui_tome-1,1910,paul d  ivoi,millionnaire malgre lui,False,male,1915,non-canon
1910_Level-Maurice_Les-portes-de-l-enfer,1910,maurice level,les portes de l enfer,False,male,1926,non-canon
1911_Giraudoux-Jean_L-ecole-des-indifferents,1911,jean giraudoux,l ecole des indifferents,True,male,1944,canon
1911_Leroux-Gaston_Le-fauteuil-hante,1911,gaston leroux,le fauteuil hante,False,male,1927,non-canon
1911_Barres-Maurice_Le-culte-du-moi_1-Sous-l'œil-des-barbares-nouvelle-edition,1911,maurice barres,le culte du moi,True,male,1923,canon
1911_Leblanc-Maurice_La-frontiere,1911,maurice leblanc,la frontiere,False,male,1941,non-canon
1911_Apollinaire-Guillaume_Les-exploits-d-un-jeune-don-Juan,1911,guillaume apollinaire,les exploits d un jeune don juan,True,male,1918,canon
1911_Larbaud-Valery_Fermina-Marquez,1911,valery larbaud,fermina marquez,True,male,1957,canon
1911_Montesquiou-Fezensac-Robert-de_La-petite-mademoiselle,1911,fezensac robert de montesquiou,la petite mademoiselle,False,male,1921,non-canon
1911_Marchal-Gustave_Tante-Meteore,1911,gustave marchal,tante meteore,False,male,1916,non-canon
1911_Leroux-Gaston_L-homme-qui-a-vu-le-diable,1911,gaston leroux,l homme qui a vu le diable,False,male,1927,non-canon
1911_Farrere-Claude_La-maison-des-hommes-vivants,1911,claude farrere,la maison des hommes vivants,False,male,1957,non-canon
1911_Chateaubriant-Alphonse-de_Monsieur-des-Lourdines,1911,alphonse de chateaubriant,monsieur des lourdines,False,male,1951,non-canon
1911_Ivoi-Paul-d-_L-Espion-X-323_Volume-III-Du-sang-sur-le-Nil,1911,paul d  ivoi,l espion x 323,False,male,1915,non-canon
1911_Gautier-Judith_En-chine-Merveilleuses-histoires,1911,judith gautier,en chine merveilleuses histoires,False,female,1917,non-canon
1911_Rolland-Romain_Jean-Christophe_Tome-IX-Le-buisson-ardent,1911,romain rolland,jean christophe,True,male,1944,canon
1911_Rosny-aine-J-H_La-guerre-du-feu,1911,aine j h rosny,la guerre du feu,False,male,1940,non-canon
1911_Chantepleure-Guy_La-passagere,1911,guy chantepleure,la passagere,False,female,1951,non-canon
1911_Leroux-Gaston_Balaoo,1911,gaston leroux,balaoo,False,male,1927,non-canon
1911_Leroux-Gaston_Un-homme-dans-la-nuit,1911,gaston leroux,un homme dans la nuit,False,male,1927,non-canon
1912_Lafon-Andre_L-eleve-Gilles,1912,andre lafon,l eleve gilles,False,male,1915,non-canon
1912_Boylesve-Rene_Madeleine-jeune-femme,1912,rene boylesve,madeleine jeune femme,False,male,1926,non-canon
1912_Courteline-Georges_Les-Linottes,1912,georges courteline,les linottes,False,male,1929,non-canon
1912_Delly_Fleurs-du-foyer-fleurs-du-cloitre,1912,delly,fleurs du foyer fleurs du cloitre,False,female,1947,non-canon
1912_France-Anatole_Les-Dieux-ont-soif,1912,anatole france,les dieux ont soif,True,male,1924,canon
1912_Zevaco-Michel_Le-Rival-du-Roi,1912,michel zevaco,le rival du roi,False,male,1918,non-canon
1912_Lensia-Jenny_Genie-du-foyer,1912,jenny lensia,genie du foyer,False,female,unknown,non-canon
1912_Zevaco-Michel_La-Marquise-de-Pompadour,1912,michel zevaco,la marquise de pompadour,False,male,1918,non-canon
1912_Mille-Pierre_Louise-et-Barnavaux,1912,pierre mille,louise et barnavaux,False,male,1941,non-canon
1912_Leblanc-Maurice_Le-Bouchon-de-cristal,1912,maurice leblanc,le bouchon de cristal,False,male,1941,non-canon
1912_Pergaud-Louis_La-Guerre-des-boutons,1912,louis pergaud,la guerre des boutons,False,male,1915,non-canon
1912_Loti-Pierre_Un-pelerin-d-Angkor,1912,pierre loti,un pelerin d angkor,True,male,1923,canon
1912_Loti-Pierre_Un-pelerin-d-Angkor 2,1912,pierre loti,un pelerin d angkor 2,True,male,1923,canon
1912_Rolland-Romain_Jean-Christophe_Tome-X-La-nouvelle-journee,1912,romain rolland,jean christophe,True,male,1915,canon
1912_Audoux-Marguerite_Valserine,1912,marguerite audoux,valserine,False,female,1912,non-canon
1912_Bazin-Rene_Davidee-Birot,1912,rene bazin,davidee birot,False,male,1932,non-canon
1913_Pergaud-Louis_Le-roman-de-Miraut-chien-de-chasse,1913,louis pergaud,le roman de miraut chien de chasse,False,male,1915,non-canon
1913_Delly_Dans-l'ombre-du-mystere,1913,delly,dans l'ombre du mystere,False,female,1947,non-canon
1913_Lermina-Jules_L-effrayante-aventure,1913,jules lermina,l effrayante aventure,False,male,1915,non-canon
1913_Proust-Marcel_Du-cote-de-chez-Swann,1913,marcel proust,du cote de chez swann,True,male,1922,canon
1913_Martin-du-Gard-Roger_Jean-Barois,1913,du gard roger martin,jean barois,True,male,1913,canon
1913_Leroux-Gaston_L-epouse-du-soleil,1913,gaston leroux,l epouse du soleil,False,male,1927,non-canon
1913_Leroux-Gaston_Rouletabille-chez-le-tsar,1913,gaston leroux,rouletabille chez le tsar,False,male,1927,non-canon
1913_Zevaco-Michel_Buridan-le-heros-de-la-tour-Nesle,1913,michel zevaco,buridan le heros de la tour nesle,False,male,1918,non-canon
1913_Delly_Entre-deux-ames,1913,delly,entre deux ames,False,female,1947,non-canon
1913_Rosny-aine-J-H_La-Force-mysterieuse,1913,aine j h rosny,la force mysterieuse,False,male,1940,non-canon
1913_Dombre-Roger_Un-tuteur-embarrasse,1913,roger dombre,un tuteur embarrasse,False,female,1914,non-canon
1913_Mauriac-François_L-enfant-charge-de-chaines,1913,françois mauriac,l enfant charge de chaines,True,male,1970,canon
1913_Zevaco-Michel_Pardaillan-et-Fausta,1913,michel zevaco,pardaillan et fausta,False,male,1918,non-canon
1913_Gourmont-Remy-de_La-petite-ville,1913,remy de gourmont,la petite ville,True,male,1915,canon
1913_Barrès-Maurice_La-Colline-inspirée,1913,maurice barrès,la colline inspirée,True,male,1923,canon
1913_Leroux-Gaston_La-Reine-du-Sabbat,1913,gaston leroux,la reine du sabbat,False,male,1927,non-canon
1913_Alain-Fournier_Le-grand-Meaulnes,1913,fournier alain,le grand meaulnes,True,male,1914,canon
1913_Bordeaux-Henry_La-Maison,1913,henry bordeaux,la maison,False,male,1963,non-canon
1914_Rolland-Romain_Colas-Breugnon,1914,romain rolland,colas breugnon,True,male,1944,canon
1914_Apollinaire-Guillaume_Les-trois-Don-Juan,1914,guillaume apollinaire,les trois don juan,True,male,1918,canon
1914_Zevaco-Michel_La-Reine-Sanglante,1914,michel zevaco,la reine sanglante,False,male,1918,non-canon
1914_Gide-Andre_Les-Caves-du-Vatican,1914,andre gide,les caves du vatican,True,male,1951,canon
1914_Roussel-Raymond_Locus-Solus,1914,raymond roussel,locus solus,True,male,1933,canon
1915_Bourget-Paul_Le-sens-de-la-mort,1915,paul bourget,le sens de la mort,True,male,1935,canon
1916_Zevaco-Michel_Don-Juan,1916,michel zevaco,don juan,False,male,1918,non-canon
1916_Leroux-Gaston_Le-chateau-noir,1916,gaston leroux,le chateau noir,False,male,1927,non-canon
1916_Ardel-Henri_Le-chemin-qui-descend,1916,henri ardel,le chemin qui descend,False,female,1938,non-canon
1916_Delly_La-fin-d'une-Walkyrie,1916,delly,la fin d'une walkyrie,False,female,1947,non-canon
1916_Zevaco-Michel_Le-Roi-amoureux,1916,michel zevaco,le roi amoureux,False,male,1918,non-canon
1916_Barbusse-Henri_Le-Feu,1916,henri barbusse,le feu,True,male,1935,canon
1917_Leblanc-Maurice_L-Eclat-d-obus,1917,maurice leblanc,l eclat d obus,False,male,1941,non-canon
1917_Alanic-Mathilde_L'essor-des-colombes,1917,mathilde alanic,l'essor des colombes,False,female,1948,non-canon
1917_Nadaud-Marcel_Chignole,1917,marcel nadaud,chignole,False,male,unknown,non-canon
1917_Boylesve-Rene_Le-Bonheur-a-cinq-sous,1917,rene boylesve,le bonheur a cinq sous,False,male,1926,non-canon
1917_Delly_La-petite-chanoinesse,1917,delly,la petite chanoinesse,False,female,1947,non-canon
1917_Leroux-Gaston_L-homme-qui-revient-de-loin,1917,gaston leroux,l homme qui revient de loin,False,male,1927,non-canon
1917_Mac-Orlan-Pierre_Le-chant-de-l-equipage,1917,orlan pierre mac,le chant de l equipage,True,male,1970,canon
1917_Bourget-Paul_Lazarine,1917,paul bourget,lazarine,True,male,1935,canon
1917_Bernede-Arthur_Judex,1917,arthur bernede,judex,False,male,1937,non-canon
1918_France-Anatole_Le-Petit-Pierre,1918,anatole france,le petit pierre,True,male,1924,canon
1918_Gustave-Le-Rouge-de-Brisay-Henri_L-Heroine-du-Colorado,1918,le rouge de brisay henri gustave,l heroine du colorado,False,male,1938,non-canon
1918_Delly_Le-mystere-de-Ker-Even,1918,delly,le mystere de ker even,False,female,1947,non-canon
1918_Leroux-Gaston_Les-etranges-noces-de-Rouletabille,1918,gaston leroux,les etranges noces de rouletabille,False,male,1927,non-canon
1918_Proust-Marcel_A-l-ombre-des-jeunes-filles-en-fleurs,1918,marcel proust,a l ombre des jeunes filles en fleurs,True,male,1922,canon
1918_Delly_Sous-le-masque,1918,delly,sous le masque,False,female,1947,non-canon
1918_Le-Rouge-Gustave_Le-Mysterieux-Docteur-Cornelius,1918,rouge gustave le,le mysterieux docteur cornelius,False,male,1938,non-canon
1918_Leblanc-Maurice_Le-Triangle-d-or,1918,maurice leblanc,le triangle d or,False,male,1941,non-canon
1918_Rosny-aine-J-H_Le-Felin-geant,1918,aine j h rosny,le felin geant,False,male,1940,non-canon
1918_François-Fabie_Le-Retour-de-Linou,1918,fabie françois,le retour de linou,False,male,1928,non-canon
1918_Genestoux-Magdeleine-du_Noemie-Hollemechette-Journal-d-une-petite-refugiee-belge,1918,magdeleine du genestoux,noemie hollemechette journal d une petite refugiee belge,False,female,1942,non-canon
1918_Delly_Le-secret-du-Kou-Kou-Noor,1918,delly,le secret du kou kou noor,False,female,1947,non-canon
1918_Laberge-Albert_La-Scouine,1918,albert laberge,la scouine,False,male,1960,non-canon
1919_Giraudoux-Jean_Elpenor,1919,jean giraudoux,elpenor,True,male,1944,canon
1919_Loti-Pierre_Prime-jeunesse,1919,pierre loti,prime jeunesse,True,male,1923,canon
1919_Bourget-Paul_Laurence-Albani,1919,paul bourget,laurence albani,True,male,1935,canon
1919_Delly_Magali,1919,delly,magali,False,female,1947,non-canon
1919_Bazin-Rene_Les-Nouveaux-Oberle,1919,rene bazin,les nouveaux oberle,False,male,1932,non-canon
1919_Benoit-Pierre_L-Atlantide,1919,pierre benoit,l atlantide,False,male,1962,non-canon
1919_Leblanc-Maurice_L-ile-aux-Trente-cercueils,1919,maurice leblanc,l ile aux trente cercueils,False,male,1941,non-canon
1919_Colette_Mitsou,1919,colette,mitsou,True,female,1954,canon
1919_Dumur-Louis_Nach-Paris-Roman,1919,louis dumur,nach paris roman,False,male,1933,non-canon
1920_Colette_Cheri,1920,colette,cheri,True,female,1954,canon
1920_Mauriac-François_La-chair-et-le-sang,1920,françois mauriac,la chair et le sang,True,male,1970,canon
1920_Duhamel-Georges_Confession-de-Minuit,1920,georges duhamel,confession de minuit,True,male,1966,canon
1920_Boylesve-Rene_Le-dangereux-jeune-homme,1920,rene boylesve,le dangereux jeune homme,False,male,1926,non-canon
1920_Leroux-Gaston_Rouletabille-chez-Krupp,1920,gaston leroux,rouletabille chez krupp,False,male,1927,non-canon
1920_Toulet-Paul-Jean_La-jeune-fille-verte,1920,paul jean toulet,la jeune fille verte,False,male,1920,non-canon
1920_Leroux-Gaston_Aventures-effroyables-de-M-Herbert-de-Renich_Tome-I-Le-Capitaine-Hyx,1920,gaston leroux,aventures effroyables de m herbert de renich,False,male,1927,non-canon
1920_Renard-Maurice_Les-Mains-d-Orlac,1920,maurice renard,les mains d orlac,False,male,1939,non-canon
1920_Boylesve-Rene_Le-carrosse-aux-deux-lezards-verts,1920,rene boylesve,le carrosse aux deux lezards verts,False,male,1926,non-canon
1920_Leroux-Gaston_Aventures-effroyables-de-M-Herbert-de-Renich_Tome-II-La-Bataille-invisible,1920,gaston leroux,aventures effroyables de m herbert de renich,False,male,1927,non-canon
1920_Audoux-Marguerite_L-atelier-de-Marie-Claire,1920,marguerite audoux,l atelier de marie claire,False,female,1937,non-canon
1920_Leblanc-Maurice_Les-trois-yeux,1920,maurice leblanc,les trois yeux,False,male,1941,non-canon
1921_Renard-Maurice_L-Homme-Truque,1921,maurice renard,l homme truque,False,male,1939,non-canon
1921_Bourget-Paul_Un-drame-dans-le-monde,1921,paul bourget,un drame dans le monde,True,male,1935,canon
1921_Proust-Marcel_Le-Cote-de-Guermantes,1921,marcel proust,le cote de guermantes,True,male,1922,canon
1921_Rosny-aine-J-H_L-Etonnant-Voyage-de-Hareton-Ironcastle,1921,aine j h rosny,l etonnant voyage de hareton ironcastle,False,male,1940,non-canon
1921_Bourget-Paul_L-Ecuyere,1921,paul bourget,l ecuyere,True,male,1935,canon
1921_Aragon-Louis_Anicet-ou-le-panorama,1921,louis aragon,anicet ou le panorama,True,male,1982,canon
