doc_name,date,auteur,titre,fabula,gender,mort_auteur,canon
1811_Chateaubriand-François-Rene-de_Oeuvres-completes,1811,françois rene de chateaubriand,oeuvres completes,True,male,1848,canon
1812_Kock-Paul-de_L-enfant-de-ma-femme,1812,paul de kock,l enfant de ma femme,False,male,1871,non-canon
1815_Gay-Sophie_Anatole_Vol-2,1815,sophie gay,anatole,False,female,1852,non-canon
1815_Gay-Sophie_Anatole_Vol-1,1815,sophie gay,anatole,False,female,1852,non-canon
1816_Barthelemy-Hadot-Marie-Adelaide_La-Vierge-de-l-Indostan-ou-les-Portugais-au-Malabar_(Tome-1),1816,hadot marie adelaide barthelemy,la vierge de l indostan ou les portugais au malabar,False,female,1821,non-canon
1816_Barthelemy-Hadot-Marie-Adelaide_La-Vierge-de-l-Indostan-ou-les-Portugais-au-Malabar_(Tome-2),1816,hadot marie adelaide barthelemy,la vierge de l indostan ou les portugais au malabar,False,female,1821,non-canon
1816_Bournon-Malarme-Charlotte-de_Lancelot-Montagu-ou-le-Resultat-des-bonnes-fortunes_Tome-3,1816,malarme charlotte de bournon,lancelot montagu ou le resultat des bonnes fortunes,False,female,1830,non-canon
1816_Barthelemy-Hadot-Marie-Adelaide_La-Vierge-de-l-Indostan-ou-les-Portugais-au-Malabar_(Tome-4),1816,hadot marie adelaide barthelemy,la vierge de l indostan ou les portugais au malabar,False,female,1821,non-canon
1816_Bournon-Malarme-Charlotte-de_Lancelot-Montagu-ou-le-Resultat-des-bonnes-fortunes_Tome-2,1816,malarme charlotte de bournon,lancelot montagu ou le resultat des bonnes fortunes,False,female,1830,non-canon
1816_Bournon-Malarme-Charlotte-de_Lancelot-Montagu-ou-le-Resultat-des-bonnes-fortunes_Tome-1,1816,malarme charlotte de bournon,lancelot montagu ou le resultat des bonnes fortunes,False,female,1830,non-canon
1816_Constant-Benjamin_Adolphe,1816,benjamin constant,adolphe,True,male,1830,canon
1817_Barthelemy-Hadot-Marie-Adelaide_Les-venitiens-ou-Le-capitaine-français_(Tome-1),1817,hadot marie adelaide barthelemy,les venitiens ou le capitaine français,False,female,1821,non-canon
1817_Barthelemy-Hadot-Marie-Adelaide_Les-Venitiens-ou-le-Capitaine-français_(Tome-2),1817,hadot marie adelaide barthelemy,les venitiens ou le capitaine français,False,female,1821,non-canon
1817_Barthelemy-Hadot-Marie-Adelaide_Les-Venitiens-ou-le-Capitaine-français_(Tome-4),1817,hadot marie adelaide barthelemy,les venitiens ou le capitaine français,False,female,1821,non-canon
1819_Barthelemy-Hadot-Marie-Adelaide_Laurence-de-Sully-ou-L-ermitage-en-Suisse_(Tome-2),1819,hadot marie adelaide barthelemy,laurence de sully ou l ermitage en suisse,False,female,1821,non-canon
1819_Barthelemy-Hadot-Marie-Adelaide_Laurence-de-Sully-ou-L-ermitage-en-Suisse_(Tome-3),1819,hadot marie adelaide barthelemy,laurence de sully ou l ermitage en suisse,False,female,1821,non-canon
1819_Barthelemy-Hadot-Marie-Adelaide_Laurence-de-Sully-ou-L-ermitage-en-Suisse_(Tome-4),1819,hadot marie adelaide barthelemy,laurence de sully ou l ermitage en suisse,False,female,1821,non-canon
1821_Arlincourt-Charles-Victor_Le-Solitaire,1821,charles victor arlincourt,le solitaire,False,male,1856,non-canon
1822_Hugo-Victor_Han-d-Islande,1822,victor hugo,han d islande,True,male,1885,canon
1822_Arlincourt-Charles-Victor_Le-renégat_Tome-2,1822,charles victor arlincourt,le renégat,False,male,1856,non-canon
1822_Arlincourt-Charles-Victor_Le-renégat_Tome-1,1822,charles victor arlincourt,le renégat,False,male,1856,non-canon
1823_Duras-Claire-de-Durfort_Ourika,1823,claire de durfort duras,ourika,True,female,1828,canon
1824_Mazier-du-Heaume-Hippolyte_Voyage-d-un-jeune-grec-a-Paris_Volume-2,1824,du heaume hippolyte mazier,voyage d un jeune grec a paris,False,male,1???,non-canon
1824_Mazier-du-Heaume-Hippolyte_Voyage-d-un-jeune-grec-a-Paris_Volume-1,1824,du heaume hippolyte mazier,voyage d un jeune grec a paris,False,male,1???,non-canon
1824_Beaufort-d-Hautpoul_Le-page-et-la-romance_tome-1,1824,d hautpoul beaufort,le page et la romance,False,female,1837,non-canon
1824_Beaufort-d-Hautpoul-Anne-Marie-de_Le-Page-et-la-romance_tome-3,1824,d hautpoul anne marie de beaufort,le page et la romance,False,female,1837,non-canon
1825_Duras-Claire-de_Edouard,1825,claire de duras,edouard,True,female,1828,canon
1825_de-Lamothe-Langon-Etienne-Leon_Le-Monastere-des-freres-noirs,1825,lamothe langon etienne leon de,le monastere des freres noirs,False,male,1864,non-canon
1826_Ginouvier-J-F-T._Gustave-et-Aspais-ou-Les-victimes-des-prejuges-de-l-epoque_tome-2,1826,j f t. ginouvier,gustave et aspais ou les victimes des prejuges de l epoque,False,,1???,non-canon
1826_Kock-Paul-de_Andre-le-Savoyard,1826,paul de kock,andre le savoyard,False,male,1871,non-canon
1826_Ginouvier-J-F-T._Gustave-et-Aspais-ou-Les-victimes-des-prejuges-de-l-epoque_tome-3,1826,j f t. ginouvier,gustave et aspais ou les victimes des prejuges de l epoque,False,,1???,non-canon
1826_Ginouvier-J-F-T._Gustave-et-Aspais-ou-Les-victimes-des-prejuges-de-l-epoque_tome-1,1826,j f t. ginouvier,gustave et aspais ou les victimes des prejuges de l epoque,False,,1???,non-canon
1827_Vidocq-Eugene-François_Memoires-de-Vidocq_Tome-III,1827,eugene françois vidocq,memoires de vidocq,False,male,1857,non-canon
1827_Vidocq-Eugene-François_Memoires-de-Vidocq_Tome-II,1827,eugene françois vidocq,memoires de vidocq,False,male,1857,non-canon
1827_Vidocq-Eugene-François_Memoires-de-Vidocq_Tome-IV,1827,eugene françois vidocq,memoires de vidocq,False,male,1857,non-canon
1827_Vigny-Alfred-de_Cinq-Mars,1827,alfred de vigny,cinq mars,True,male,1863,canon
1827_Janin-Jules_L-Ane-mort-et-la-femme-guillotinee,1827,jules janin,l ane mort et la femme guillotinee,False,male,1874,non-canon
1827_Stendhal_Armance,1827,stendhal,armance,True,male,1842,canon
1827_Vidocq-Eugene-François_Memoires-de-Vidocq_Tome-I,1827,eugene françois vidocq,memoires de vidocq,False,male,1857,non-canon
1827_Inconnu_Le-rocher,1827,inconnu,le rocher,False,female,1???,non-canon
1828_Kock-Paul-de_Jean,1828,paul de kock,jean,False,male,1871,non-canon
1829_Custine-Astolphe-de_Aloys-ou-le-Religieux-du-mont-Saint-Bernard,1829,astolphe de custine,aloys ou le religieux du mont saint bernard,False,male,1857,non-canon
1829_Hugo-Victor_Le-dernier-jour-d-un-condamne,1829,victor hugo,le dernier jour d un condamne,True,male,1885,canon
1829_Merimee-Prosper_Mateo-Falcone,1829,prosper merimee,mateo falcone,True,male,1870,canon
1829_Giberton-Theodore_La-fille-du-vieux-chanteur,1829,theodore giberton,la fille du vieux chanteur,False,male,1???,non-canon
1829_Merimee-Prosper_Tamango,1829,prosper merimee,tamango,True,male,1870,canon
1830_Merimee-Prosper_La-Partie-de-Trictrac,1830,prosper merimee,la partie de trictrac,True,male,1870,canon
1830_Stendhal_Le-Rouge-et-le-noir,1830,stendhal,le rouge et le noir,True,male,1842,canon
1830_Sue-Eugene_Kernok-le-Pirate,1830,eugene sue,kernok le pirate,True,male,1857,canon
1831_Montovar-Mme-Ha-Dges_Aslega,1831,mme ha dges montovar,aslega,False,female,????,non-canon
1831_Signol-Alphonse-Macaire-Stanislas_Le-Chiffonnier_Tome-3,1831,alphonse macaire stanislas signol,le chiffonnier,False,male,1830,non-canon
1831_Signol-Alphonse-Macaire-Stanislas_Le-Chiffonnier_Tome-5,1831,alphonse macaire stanislas signol,le chiffonnier,False,male,1830,non-canon
1831_Signol-Alphonse-Macaire-Stanislas_Le-Chiffonnier_Tome-1,1831,alphonse macaire stanislas signol,le chiffonnier,False,male,1830,non-canon
1831_Signol-Alphonse-Macaire-Stanislas_Le-Chiffonnier_Tome-2,1831,alphonse macaire stanislas signol,le chiffonnier,False,male,1830,non-canon
1831_Balzac-Honore-de_La-Peau-de-chagrin-ed-Gosselin,1831,honore de balzac,la peau de chagrin ed gosselin,True,male,1850,canon
1831_Barbey-d-Aurevilly-Jules_Le-cachet-d-onyx,1831,d aurevilly jules barbey,le cachet d onyx,True,male,1889,canon
1831_Signol-Alphonse-Macaire-Stanislas_Le-Chiffonnier_Tome-4,1831,alphonse macaire stanislas signol,le chiffonnier,False,male,1830,non-canon
1831_Hugo-Victor_Notre-Dame-de-Paris_(Tome-2),1831,victor hugo,notre dame de paris,True,male,1885,canon
1831_Sue-Eugene_Atar-Gull,1831,eugene sue,atar gull,True,male,1857,canon
1831_Hugo-Victor_Notre-Dame-de-Paris_(Tome-1),1831,victor hugo,notre dame de paris,True,male,1885,canon
1832_Vigny-Alfred-de_Stello,1832,alfred de vigny,stello,True,male,1832,canon
1832_Sand-George_Valentine,1832,george sand,valentine,True,female,1876,canon
1832_Mere-Elisabeth-Brossin-de_Le-Parc-aux-Cerfs-ou-Histoire-secrete-des-jeunes-demoiselles-qui-y-ont-ete-renfermees_(tome-1),1832,elisabeth brossin de mere,le parc aux cerfs ou histoire secrete des jeunes demoiselles qui y ont ete renfermees,False,female,1829,non-canon
1832_Sand-George_La-Marquise,1832,george sand,la marquise,True,female,1876,canon
1832_Mere-Elisabeth-Brossin-de_Le-Parc-aux-Cerfs-ou-Histoire-secrete-des-jeunes-demoiselles-qui-y-ont-ete-renfermees_(tome-2),1832,elisabeth brossin de mere,le parc aux cerfs ou histoire secrete des jeunes demoiselles qui y ont ete renfermees,False,female,1829,non-canon
1832_Mere-Elisabeth-Brossin-de_Le-Parc-aux-Cerfs-ou-Histoire-secrete-des-jeunes-demoiselles-qui-y-ont-ete-renfermees_(tome-3),1832,elisabeth brossin de mere,le parc aux cerfs ou histoire secrete des jeunes demoiselles qui y ont ete renfermees,False,female,1829,non-canon
1832_Desprez-Ernest_Un-enfant_tome-2,1832,ernest desprez,un enfant,False,male,1859,non-canon
1832_Desprez-Ernest_Un-enfant_tome-1,1832,ernest desprez,un enfant,False,male,1859,non-canon
1832_Karr-Alphonse_Sous-les-tilleuls,1832,alphonse karr,sous les tilleuls,False,male,1890,non-canon
1832_Mere-Elisabeth-Brossin-de_Le-Parc-aux-Cerfs-ou-Histoire-secrete-des-jeunes-demoiselles-qui-y-ont-ete-renfermees_(tome-4),1832,elisabeth brossin de mere,le parc aux cerfs ou histoire secrete des jeunes demoiselles qui y ont ete renfermees,False,female,1829,non-canon
1832_Sand-George_Indiana,1832,george sand,indiana,True,female,1876,canon
1832_Desprez-Ernest_Un-enfant_tome-3,1832,ernest desprez,un enfant,False,male,1859,non-canon
1832_Corbiere-Edouard_Les-pilotes-de-l-Iroise,1832,edouard corbiere,les pilotes de l iroise,False,male,1875,non-canon
1833_Karr-Alphonse_Une-heure-trop-tard,1833,alphonse karr,une heure trop tard,False,male,1890,non-canon
1833_Sand-George_Lelia,1833,george sand,lelia,True,female,1876,canon
1833_Sand-George_Lavinia,1833,george sand,lavinia,True,female,1876,canon
1833_Sand-George_Metella,1833,george sand,metella,True,female,1876,canon
1833_Servan-Felix_Claudia-ou-Les-prieres-d-une-jeune-fille,1833,felix servan,claudia ou les prieres d une jeune fille,False,male,1???,non-canon
1833_Dumas-Alexandre_Impressions-de-voyage-en-Suisse,1833,alexandre dumas,impressions de voyage en suisse,True,male,1870,canon
1833_Corbiere-Edouard_La-mer-et-les-marins-Scenes-maritimes,1833,edouard corbiere,la mer et les marins scenes maritimes,False,male,1875,non-canon
1833_Girardin-Delphine-de_Contes-d-une-vieille-fille-a-ses-neveux,1833,delphine de girardin,contes d une vieille fille a ses neveux,False,female,1855,non-canon
1833_Musset-Alfred-de_Gamiani-ou-Deux-Nuits-d-Exces,1833,alfred de musset,gamiani ou deux nuits d exces,True,male,1857,canon
1834_Sand-George_Leone-Leoni,1834,george sand,leone leoni,True,female,1876,canon
1834_Arlincourt-Charles-Victor_Le-brasseur-roi_tome-1,1834,charles victor arlincourt,le brasseur roi,False,male,1856,non-canon
1834_Arlincourt-Charles-Victor_Le-brasseur-roi_tome-2,1834,charles victor arlincourt,le brasseur roi,False,male,1856,non-canon
1834_Suau-de-Varennes-Edouard_Scenes-de-France-et-d-Afrique,1834,de varennes edouard suau,scenes de france et d afrique,False,male,1872,non-canon
1834_Sand-George_Le-secretaire-intime,1834,george sand,le secretaire intime,True,female,1876,canon
1834_Foa-Eugenie_La-Femme-a-la-mode,1834,eugenie foa,la femme a la mode,False,female,1852,non-canon
1834_Sainte-Beuve_Volupte_2,1834,beuve sainte,volupte,True,male,1869,canon
1834_Sainte-Beuve_Volupte_1,1834,beuve sainte,volupte,True,male,1869,canon
1834_Arlincourt-Charles-Victor_Le-brasseur-roi_tome-3,1834,charles victor arlincourt,le brasseur roi,False,male,1856,non-canon
1834_Dumas-Alexandre_Un-coup-de-feu-et-autres-nouvelles,1834,alexandre dumas,un coup de feu et autres nouvelles,True,male,1870,canon
1834_Hugo-Victor_Claude-Gueux,1834,victor hugo,claude gueux,True,male,1885,canon
1834_Arlincourt-Charles-Victor_Le-brasseur-roi_tome-4,1834,charles victor arlincourt,le brasseur roi,False,male,1856,non-canon
1835_Corbiere-Edouard_Scenes-de-mer_Tome-II,1835,edouard corbiere,scenes de mer,False,male,1875,non-canon
1835_Corbiere-Edouard_Scenes-de-mer_Tome-I,1835,edouard corbiere,scenes de mer,False,male,1875,non-canon
1835_Woillez-Catherine_Le-Robinson-des-demoiselles,1835,catherine woillez,le robinson des demoiselles,False,female,1859,non-canon
1835_Chaumier-Simeon_La-Taverniere-de-la-cite,1835,simeon chaumier,la taverniere de la cite,False,male,unknown,non-canon
1835_Gautier-Theophile_Mademoiselle-de-Maupin,1835,theophile gautier,mademoiselle de maupin,True,male,1872,canon
1836_Gozlan-Leon_Le-notaire-de-Chantilly,1836,leon gozlan,le notaire de chantilly,False,male,1866,non-canon
1836_Merimee-Prosper_La-Venus-d-Ille,1836,prosper merimee,la venus d ille,True,male,1870,canon
1836_Igonette-T._Le-Valmont-de-la-jeunesse_ou-le-Triomphe-des-vertus-sur-les-egarements-de-la-raison-mis-a-la-portee-des-jeunes-gens-des-deux-sexes__tome-2),1836,t. igonette,le valmont de la jeunesse,False,,1???,non-canon
1836_Girardin-Delphine-de_La-canne-de-M-de-Balzac,1836,delphine de girardin,la canne de m de balzac,False,female,1855,non-canon
1836_Saintine-Xavier_Picciola,1836,xavier saintine,picciola,False,male,1865,non-canon
1836_Musset-Alfred-de_La-Confession-d-un-enfant-du-siecle,1836,alfred de musset,la confession d un enfant du siecle,True,male,1857,canon
1836_Igonette-T._Le-Valmont-de-la-jeunesse_ou-le-Triomphe-des-vertus-sur-les-egarements-de-la-raison-mis-a-la-portee-des-jeunes-gens-des-deux-sexes__tome-1),1836,t. igonette,le valmont de la jeunesse,False,,1???,non-canon
1837_Aubert-de-Gaspe-Philippe_Le-chercheur-de-tresors,1837,de gaspe philippe aubert,le chercheur de tresors,False,male,1871,non-canon
1837_Sand-George_La-derniere-Aldini,1837,george sand,la derniere aldini,True,female,1876,canon
1837_Sabatier-de-Castres-Camille_La-Colonie-chretienne_histoire-de-plusieurs-deportes-jetes-par-un-naufrage-dans-une-ile-deserte,1837,de castres camille sabatier,la colonie chretienne,False,male,18..,non-canon
1837_Sand-George_Les-maitres-mosaistes,1837,george sand,les maitres mosaistes,True,female,1876,canon
1837_Blanchard-Pierre_Le-Nouvelliste-de-la-jeunesse,1837,pierre blanchard,le nouvelliste de la jeunesse,False,male,1856,non-canon
1837_Sand-George_Mauprat,1837,george sand,mauprat,True,female,1876,canon
1837_Nodier-Charles_Ines-de-Las-Sierras,1837,charles nodier,ines de las sierras,True,male,1844,canon
1838_Wey-Francis_Les-enfants-du-marquis-de-Ganges-ou-Les-expiations,1838,francis wey,les enfants du marquis de ganges ou les expiations,False,male,1882,non-canon
1838_Dumas-Alexandre_Le-Capitaine-Paul,1838,alexandre dumas,le capitaine paul,True,male,1870,canon
1838_Dupin-Antoinette_Comment-tout-finit_Tome-2,1838,antoinette dupin,comment tout finit,False,female,1843,non-canon
1838_Corbiere-Edouard_Les-Trois-Pirates,1838,edouard corbiere,les trois pirates,False,male,1875,non-canon
1838_Karr-Alphonse_Genevieve,1838,alphonse karr,genevieve,False,male,1890,non-canon
1838_Dumas-Alexandre_Othon-l-Archer,1838,alexandre dumas,othon l archer,True,male,1870,canon
1838_Kock-Paul-de_Madeleine,1838,paul de kock,madeleine,False,male,1871,non-canon
1838_Dupin-Antoinette_Comment-tout-finit_Tome-1,1838,antoinette dupin,comment tout finit,False,female,1843,non-canon
1838_Gautier-Theophile_Fortunio,1838,theophile gautier,fortunio,True,male,1872,canon
1839_Stendhal_Le-coffre-et-le-revenant,1839,stendhal,le coffre et le revenant,True,male,1842,canon
1839_Stendhal_La-Chartreuse-de-Parme,1839,stendhal,la chartreuse de parme,True,male,1842,canon
1839_Dumas-Alexandre_Aventures-de-Lyderic,1839,alexandre dumas,aventures de lyderic,True,male,1870,canon
1839_Dumas-Alexandre_Acte,1839,alexandre dumas,acte,True,male,1870,canon
1839_Dumas-Alexandre_Blanche-de-Beaulieu-et-autres-histoires,1839,alexandre dumas,blanche de beaulieu et autres histoires,True,male,1870,canon
1839_Borel-Petrus_Madame-Putiphar,1839,petrus borel,madame putiphar,False,male,1859,non-canon
1839_Karr-Alphonse_Clotilde,1839,alphonse karr,clotilde,False,male,1890,non-canon
1840_Replat-Jacques_Le-sanglier-de-la-foret-de-Lonnes-esquisse-du-comte-de-Savoie-a-la-fin-du-XIVe-siecle,1840,jacques replat,le sanglier de la foret de lonnes esquisse du comte de savoie a la fin du xive siecle,False,male,1866,non-canon
1840_Eyma-Xavier_Le-Medaillon,1840,xavier eyma,le medaillon,False,male,1876,non-canon
1840_Dumas-Alexandre_Le-Capitaine-Pamphile,1840,alexandre dumas,le capitaine pamphile,True,male,1870,canon
1840_Sand-George_Pauline,1840,george sand,pauline,True,female,1876,canon
1840_Dumas-Alexandre_Le-maitre-d-armes,1840,alexandre dumas,le maitre d armes,True,male,1870,canon
1840_Granier-de-Cassagnac-Adolphe_Danae,1840,de cassagnac adolphe granier,danae,False,male,1880,non-canon
1840_Merimee-Prosper_Colomba,1840,prosper merimee,colomba,True,male,1870,canon
1840_Dumas-Alexandre_Les-aventures-de-John-Davys,1840,alexandre dumas,les aventures de john davys,True,male,1870,canon
1840_Poignant-Adolphe_Caen-en-1786-chronique-normande,1840,adolphe poignant,caen en 1786 chronique normande,False,male,1917,non-canon
1841_Sand-George_Un-hiver-a-Majorque,1841,george sand,un hiver a majorque,True,female,1876,canon
1841_Barbey-d-Aurevilly-Jules_L-amour-impossible,1841,d aurevilly jules barbey,l amour impossible,True,male,1889,canon
1841_Sand-George_Le-compagnon-du-tour-de-France_tome-1,1841,george sand,le compagnon du tour de france,True,female,1876,canon
1841_Sand-George_Le-compagnon-du-tour-de-France_tome-2,1841,george sand,le compagnon du tour de france,True,female,1876,canon
1842_Balzac-Honore-de_Albert-Savarus,1842,honore de balzac,albert savarus,True,male,1850,canon
1842_Dumas-Alexandre_Le-Capitaine-Arena_Volume-1,1842,alexandre dumas,le capitaine arena,True,male,1870,canon
1842_Dumas-Alexandre_Le-Chevalier-d-Harmental,1842,alexandre dumas,le chevalier d harmental,True,male,1870,canon
1842_Hugo-Victor_Le-Rhin_Tome-III,1842,victor hugo,le rhin,True,male,1885,canon
1842_Hugo-Victor_Le-Rhin_I,1842,victor hugo,le rhin,True,male,1885,canon
1842_Balzac-Honore-de_La-Bourse,1842,honore de balzac,la bourse,True,male,1850,canon
1842_Karr-Alphonse_Comtes,1842,alphonse karr,comtes,False,male,1890,non-canon
1842_Balzac-Honore-de_Le-Bal-de-Sceaux,1842,honore de balzac,le bal de sceaux,True,male,1850,canon
1842_Sue-Eugene_Les-Mystere-de-Paris_Tome-II,1842,eugene sue,les mystere de paris,True,male,1857,canon
1842_Hugo-Victor_Le-Rhin_Tome-IV,1842,victor hugo,le rhin,True,male,1885,canon
1842_Balzac-Honore-de_Une-double-famille,1842,honore de balzac,une double famille,True,male,1850,canon
1842_Balzac-Honore-de_Memoires-de-deux-jeunes-mariees,1842,honore de balzac,memoires de deux jeunes mariees,True,male,1850,canon
1842_Balzac-Honore-de_La-Fausse-Maitresse,1842,honore de balzac,la fausse maitresse,True,male,1850,canon
1842_Balzac-Honore-de_Etude-de-femme,1842,honore de balzac,etude de femme,True,male,1850,canon
1842_Dumas-Alexandre_Le-Capitaine-Arena_Volume-2,1842,alexandre dumas,le capitaine arena,True,male,1870,canon
1842_Balzac-Honore-de_Beatrix,1842,honore de balzac,beatrix,True,male,1850,canon
1842_Balzac-Honore-de_Madame-Firmiani,1842,honore de balzac,madame firmiani,True,male,1850,canon
1842_Balzac-Honore-de_La-Maison-du-chat-qui-pelote,1842,honore de balzac,la maison du chat qui pelote,True,male,1850,canon
1842_Balzac-Honore-de_La-Vendetta,1842,honore de balzac,la vendetta,True,male,1850,canon
1842_Balzac-Honore-de_La-Paix-du-menage,1842,honore de balzac,la paix du menage,True,male,1850,canon
1842_Sue-Eugene_Oeuvres,1842,eugene sue,oeuvres,True,male,1857,canon
1842_Balzac-Honore-de_Le-Contrat-de-mariage,1842,honore de balzac,le contrat de mariage,True,male,1850,canon
1842_Balzac-Honore-de_La-Femme-de-trente-ans,1842,honore de balzac,la femme de trente ans,True,male,1850,canon
1842_Grosset-J-M._Cecilia-ou-Le-bigame-episode-d-un-voyage-en-Italie,1842,j m. grosset,cecilia ou le bigame episode d un voyage en italie,False,male,1???,non-canon
1843_Balzac-Honore-de_Histoire-des-Treize-et-La-Fille-aux-yeux-d’or,1843,honore de balzac,histoire des treize et la fille aux yeux d’or,True,male,1850,canon
1843_Balzac-Honore-de_Histoire-des-Treize,1843,honore de balzac,histoire des treize,True,male,1850,canon
1843_Balzac-Honore-de_Le-Cure-de-Tours,1843,honore de balzac,le cure de tours,True,male,1850,canon
1843_Balzac-Honore-de_Le-Pere-Goriot,1843,honore de balzac,le pere goriot,True,male,1850,canon
1843_Feval-Paul_Le-loup-blanc,1843,paul feval,le loup blanc,False,male,1887,non-canon
1843_Le-Roux-Alfred_Edouard-Aubert,1843,roux alfred le,edouard aubert,False,male,1880,non-canon
1843_Desnoyers-Louis_Les-aventures-de-Jean-Paul-Choppart,1843,louis desnoyers,les aventures de jean paul choppart,False,male,1868,non-canon
1843_Balzac-Honore-de_Pierrette,1843,honore de balzac,pierrette,True,male,1850,canon
1843_Balzac-Honore-de_Eugenie-Grandet,1843,honore de balzac,eugenie grandet,True,male,1850,canon
1843_Balzac-Honore-de_La-Rabouilleuse,1843,honore de balzac,la rabouilleuse,True,male,1850,canon
1843_Feval-Paul_Les-Mysteres-de-Londres_Tome-I,1843,paul feval,les mysteres de londres,False,male,1887,non-canon
1843_Woillez-Catherine_Leontine-et-Marie-ou-les-Deux-educations,1843,catherine woillez,leontine et marie ou les deux educations,False,female,1859,non-canon
1843_Balzac-Honore-de_Histoire-des-Treize-et-La-Duchesse-de-Langeais,1843,honore de balzac,histoire des treize et la duchesse de langeais,True,male,1850,canon
1843_Sue-Eugene_Les-Mysteres-de-Paris_Tome-I,1843,eugene sue,les mysteres de paris,True,male,1857,canon
1843_Dumas-Alexandre_Le-Corricolo,1843,alexandre dumas,le corricolo,True,male,1870,canon
1843_Balzac-Honore-de_L-Illustre-Gaudissart,1843,honore de balzac,l illustre gaudissart,True,male,1850,canon
1843_Dumas-Alexandre_Ascanio,1843,alexandre dumas,ascanio,True,male,1870,canon
1843_Sand-George_La-Comtesse-de-Rudolstadt,1843,george sand,la comtesse de rudolstadt,True,female,1876,canon
1843_Sue-Eugene_Les-Mysteres-de-Paris_Tome-III,1843,eugene sue,les mysteres de paris,True,male,1857,canon
1843_Dumas-Alexandre_Amaury,1843,alexandre dumas,amaury,True,male,1870,canon
1843_Sand-George_Consuelo,1843,george sand,consuelo,True,female,1876,canon
1843_Doutre-Joseph_Les-fiances-de-1812,1843,joseph doutre,les fiances de 1812,False,male,1886,non-canon
1843_Balzac-Honore-de_Illusions-perdues,1843,honore de balzac,illusions perdues,True,male,1850,canon
1843_Sue-Eugene_Les-Mysteres-de-Paris_Tome-V,1843,eugene sue,les mysteres de paris,True,male,1857,canon
1843_Balzac-Honore-de_La-Muse-du-departement,1843,honore de balzac,la muse du departement,True,male,1850,canon
1843_Feval-Paul_Les-Mysteres-de-Londres_Tome-II,1843,paul feval,les mysteres de londres,False,male,1887,non-canon
1843_Feval-Paul_Les-Mysteres-de-Londres_Tome-III,1843,paul feval,les mysteres de londres,False,male,1887,non-canon
1843_Tillier-Claude_Mon-oncle-Benjamin,1843,claude tillier,mon oncle benjamin,False,male,1844,non-canon
1843_Dumas-Alexandre_Georges,1843,alexandre dumas,georges,True,male,1870,canon
1843_Sue-Eugene_Les-Mysteres-de-Paris_Tome-IV,1843,eugene sue,les mysteres de paris,True,male,1857,canon
1843_Pigault-Lebrun_Mon-oncle-Thomas,1843,lebrun pigault,mon oncle thomas,False,male,1835,non-canon
1843_Balzac-Honore-de_Ursule-Mirouet,1843,honore de balzac,ursule mirouet,True,male,1850,canon
1843_Dumas-Alexandre_Gabriel-Lambert,1843,alexandre dumas,gabriel lambert,True,male,1870,canon
1843_Feval-Paul_Les-Fanfarons-du-Roi,1843,paul feval,les fanfarons du roi,False,male,1887,non-canon
1844_Doublet-Victor_Ezilda-ou-la-Zingara-oeuvre-historique-et-morale,1844,victor doublet,ezilda ou la zingara oeuvre historique et morale,False,male,1874,non-canon
1844_L-Ecuyer-Eugene_La-fille-du-brigand,1844,ecuyer eugene l,la fille du brigand,False,male,1898,non-canon
1844_Dumas-Alexandre_Fernande,1844,alexandre dumas,fernande,True,male,1870,canon
1844_Balzac-Honore-de_La-Vieille-Fille,1844,honore de balzac,la vieille fille,True,male,1850,canon
1844_Dumas-Alexandre_Les-Trois-Mousquetaires,1844,alexandre dumas,les trois mousquetaires,True,male,1870,canon
1844_Balzac-Honore-de_Les-Secrets-de-la-princesse-de-Cadignan,1844,honore de balzac,les secrets de la princesse de cadignan,True,male,1850,canon
1844_Balzac-Honore-de_Splendeurs-et-miseres-des-courtisanes,1844,honore de balzac,splendeurs et miseres des courtisanes,True,male,1850,canon
1844_Balzac-Honore-de_Sarrasine,1844,honore de balzac,sarrasine,True,male,1850,canon
1844_Balzac-Honore-de_La-Messe-de-l-athee,1844,honore de balzac,la messe de l athee,True,male,1850,canon
1844_Sand-George_Andre,1844,george sand,andre,True,female,1876,canon
1844_Balzac-Honore-de_Histoire-de-la-grandeur-et-de-la-decadence-de-Cesar-Birotteau,1844,honore de balzac,histoire de la grandeur et de la decadence de cesar birotteau,True,male,1850,canon
1844_Balzac-Honore-de_La-Maison-Nucingen,1844,honore de balzac,la maison nucingen,True,male,1850,canon
1844_Balzac-Honore-de_Le-Cabinet-des-Antiques,1844,honore de balzac,le cabinet des antiques,True,male,1850,canon
1844_Tarbe-Des-Sablons-Michelle-Catherine-Josephine-Guespereau-Mme-Sebastien-Andre_Onesie-ou-les-Soirees-de-l-abbaye-suivie-de-Enguerrand-ou-le-Duel,1844,des sablons michelle catherine josephine guespereau mme sebastien andre tarbe,onesie ou les soirees de l abbaye suivie de enguerrand ou le duel,False,female,,non-canon
1844_Balzac-Honore-de_Pierre-Grassou,1844,honore de balzac,pierre grassou,True,male,1850,canon
1844_Balzac-Honore-de_Le-Colonel-Chabert,1844,honore de balzac,le colonel chabert,True,male,1850,canon
1844_Balzac-Honore-de_L-Interdiction,1844,honore de balzac,l interdiction,True,male,1850,canon
1844_Reybaud-Henriette-Etiennette-Fanny_Rose,1844,henriette etiennette fanny reybaud,rose,False,female,1870,non-canon
